task,algo1,algo2,test,alpha,target_n,fpr,se,expected_fpr
Hopper-v5,TD3,PPO,Welch t-test,0.05,10,0.037,0.005969170796685248,0.05
Hopper-v5,TD3,PPO,Mann-Whitney,0.05,10,0.1,0.009486832980505138,0.05
Hopper-v5,TD3,PPO,Ranked t-test,0.05,10,0.098,0.009401914698613257,0.05
Hopper-v5,TD3,PPO,bootstrap,0.05,10,0.103,0.009612023720320296,0.05
Hopper-v5,TD3,PPO,permutation,0.05,10,0.062,0.007626008130076967,0.05
Hopper-v5,TD3,PPO,t-test,0.05,20,0.049,0.006826346021115542,0.05
Hopper-v5,TD3,PPO,Welch t-test,0.05,20,0.045,0.0065555320150236475,0.05
Hopper-v5,TD3,PPO,Mann-Whitney,0.05,20,0.114,0.010050074626588601,0.05
Hopper-v5,TD3,PPO,Ranked t-test,0.05,20,0.128,0.010564847372300274,0.05
Hopper-v5,TD3,PPO,bootstrap,0.05,20,0.065,0.007795832219846705,0.05
Hopper-v5,TD3,PPO,permutation,0.05,20,0.047,0.006692607862410586,0.05
Hopper-v5,TD3,PPO,t-test,0.05,30,0.061,0.0075682891065286355,0.05
Hopper-v5,TD3,PPO,Welch t-test,0.05,30,0.051,0.00695693898205238,0.05
Hopper-v5,TD3,PPO,Mann-Whitney,0.05,30,0.147,0.011197812286335219,0.05
Hopper-v5,TD3,PPO,Ranked t-test,0.05,30,0.164,0.011709141727727102,0.05
Hopper-v5,TD3,PPO,bootstrap,0.05,30,0.061,0.0075682891065286355,0.05
Hopper-v5,TD3,PPO,permutation,0.05,30,0.053,0.00708456067798138,0.05
Hopper-v5,TD3,PPO,t-test,0.01,2,0.037,0.005969170796685248,0.01
Hopper-v5,TD3,PPO,Welch t-test,0.01,2,0.016,0.003967870965643918,0.01
Hopper-v5,TD3,PPO,Mann-Whitney,0.01,2,0.0,0.0,0.01
Hopper-v5,TD3,PPO,Ranked t-test,0.01,2,0.0,0.0,0.01
Hopper-v5,TD3,PPO,bootstrap,0.01,2,0.395,0.015458816254810716,0.01
Hopper-v5,TD3,PPO,permutation,0.01,2,0.4,0.015491933384829668,0.01
Hopper-v5,TD3,PPO,t-test,0.01,3,0.041,0.006270486424512854,0.01
Hopper-v5,TD3,PPO,Welch t-test,0.01,3,0.024,0.004839834707921336,0.01
Hopper-v5,TD3,PPO,Mann-Whitney,0.01,3,0.0,0.0,0.01
Hopper-v5,TD3,PPO,Ranked t-test,0.01,3,0.0,0.0,0.01
Hopper-v5,TD3,PPO,bootstrap,0.01,3,0.183,0.012227469075814503,0.01
Hopper-v5,TD3,PPO,permutation,0.01,3,0.149,0.01126050620531777,0.01
Hopper-v5,TD3,PPO,t-test,0.01,5,0.016,0.003967870965643918,0.01
Hopper-v5,TD3,PPO,Welch t-test,0.01,5,0.008,0.0028170906978654416,0.01
Hopper-v5,TD3,PPO,Mann-Whitney,0.01,5,0.02,0.004427188724235731,0.01
Hopper-v5,TD3,PPO,Ranked t-test,0.01,5,0.041,0.006270486424512854,0.01
Hopper-v5,TD3,PPO,bootstrap,0.01,5,0.078,0.008480330182251162,0.01
Hopper-v5,TD3,PPO,permutation,0.01,5,0.039,0.006122009474020765,0.01
Hopper-v5,TD3,PPO,t-test,0.01,10,0.014,0.003715373467095872,0.01
Hopper-v5,TD3,PPO,Welch t-test,0.01,10,0.003,0.001729450779872038,0.01
Hopper-v5,TD3,PPO,Mann-Whitney,0.01,10,0.022,0.0046385342512479085,0.01
Hopper-v5,TD3,PPO,Ranked t-test,0.01,10,0.037,0.005969170796685248,0.01
Hopper-v5,TD3,PPO,bootstrap,0.01,10,0.033,0.005648982209212559,0.01
Hopper-v5,TD3,PPO,permutation,0.01,10,0.008,0.0028170906978654416,0.01
Hopper-v5,TD3,PPO,t-test,0.01,20,0.005,0.0022304708023195463,0.01
Hopper-v5,TD3,PPO,Welch t-test,0.01,20,0.011,0.003298332912245215,0.01
Hopper-v5,TD3,PPO,Mann-Whitney,0.01,20,0.044,0.006485676526007136,0.01
Hopper-v5,TD3,PPO,Ranked t-test,0.01,20,0.046,0.006624499981130651,0.01
Hopper-v5,TD3,PPO,bootstrap,0.01,20,0.034,0.005730968504537431,0.01
Hopper-v5,TD3,PPO,permutation,0.01,20,0.014,0.003715373467095872,0.01
Hopper-v5,TD3,PPO,t-test,0.01,30,0.017,0.004087909000944126,0.01
Hopper-v5,TD3,PPO,Welch t-test,0.01,30,0.016,0.003967870965643918,0.01
Hopper-v5,TD3,PPO,Mann-Whitney,0.01,30,0.05,0.006892024376045111,0.01
Hopper-v5,TD3,PPO,Ranked t-test,0.01,30,0.046,0.006624499981130651,0.01
Hopper-v5,TD3,PPO,bootstrap,0.01,30,0.023,0.004740358636221525,0.01
Hopper-v5,TD3,PPO,permutation,0.01,30,0.014,0.003715373467095872,0.01
Hopper-v5,DDPG,PPO,t-test,0.05,2,0.08,0.008579044235810887,0.05
Hopper-v5,DDPG,PPO,Welch t-test,0.05,2,0.041,0.006270486424512854,0.05
Hopper-v5,DDPG,PPO,Mann-Whitney,0.05,2,0.0,0.0,0.05
Hopper-v5,DDPG,PPO,Ranked t-test,0.05,2,0.0,0.0,0.05
Hopper-v5,DDPG,PPO,bootstrap,0.05,2,0.352,0.015102847413650183,0.05
Hopper-v5,DDPG,PPO,permutation,0.05,2,0.346,0.015042739112276061,0.05
Hopper-v5,DDPG,PPO,t-test,0.05,3,0.074,0.00827792244467173,0.05
Hopper-v5,DDPG,PPO,Welch t-test,0.05,3,0.059,0.007451107300260815,0.05
Hopper-v5,DDPG,PPO,Mann-Whitney,0.05,3,0.0,0.0,0.05
Hopper-v5,DDPG,PPO,Ranked t-test,0.05,3,0.122,0.010349685985574635,0.05
Hopper-v5,DDPG,PPO,bootstrap,0.05,3,0.211,0.012902674141432851,0.05
Hopper-v5,DDPG,PPO,permutation,0.05,3,0.098,0.009401914698613257,0.05
Hopper-v5,DDPG,PPO,t-test,0.05,5,0.069,0.008014923580421713,0.05
Hopper-v5,DDPG,PPO,Welch t-test,0.05,5,0.044,0.006485676526007136,0.05
Hopper-v5,DDPG,PPO,Mann-Whitney,0.05,5,0.043,0.006414904519944158,0.05
Hopper-v5,DDPG,PPO,Ranked t-test,0.05,5,0.071,0.008121514637061242,0.05
Hopper-v5,DDPG,PPO,bootstrap,0.05,5,0.121,0.010313049985334114,0.05
Hopper-v5,DDPG,PPO,permutation,0.05,5,0.055,0.00720936890441875,0.05
Hopper-v5,DDPG,PPO,t-test,0.05,10,0.054,0.007147307185227175,0.05
Hopper-v5,DDPG,PPO,Welch t-test,0.05,10,0.061,0.0075682891065286355,0.05
Hopper-v5,DDPG,PPO,Mann-Whitney,0.05,10,0.091,0.009094998625618368,0.05
Hopper-v5,DDPG,PPO,Ranked t-test,0.05,10,0.1,0.009486832980505138,0.05
Hopper-v5,DDPG,PPO,bootstrap,0.05,10,0.089,0.00900438781928011,0.05
Hopper-v5,DDPG,PPO,permutation,0.05,10,0.038,0.006046155803483731,0.05
Hopper-v5,DDPG,PPO,t-test,0.05,20,0.065,0.007795832219846705,0.05
Hopper-v5,DDPG,PPO,Welch t-test,0.05,20,0.051,0.00695693898205238,0.05
Hopper-v5,DDPG,PPO,Mann-Whitney,0.05,20,0.113,0.01001154333756789,0.05
Hopper-v5,DDPG,PPO,Ranked t-test,0.05,20,0.125,0.010458250331675944,0.05
Hopper-v5,DDPG,PPO,bootstrap,0.05,20,0.06,0.007509993342207435,0.05
Hopper-v5,DDPG,PPO,permutation,0.05,20,0.054,0.007147307185227175,0.05
Hopper-v5,DDPG,PPO,t-test,0.05,30,0.055,0.00720936890441875,0.05
Hopper-v5,DDPG,PPO,Welch t-test,0.05,30,0.066,0.007851369307324678,0.05
Hopper-v5,DDPG,PPO,Mann-Whitney,0.05,30,0.142,0.011037934589405754,0.05
Hopper-v5,DDPG,PPO,Ranked t-test,0.05,30,0.162,0.011651437679531225,0.05
Hopper-v5,DDPG,PPO,bootstrap,0.05,30,0.054,0.007147307185227175,0.05
Hopper-v5,DDPG,PPO,permutation,0.05,30,0.04,0.0061967733539318665,0.05
Hopper-v5,DDPG,PPO,t-test,0.01,2,0.025,0.0049371044145328745,0.01
Hopper-v5,DDPG,PPO,Welch t-test,0.01,2,0.005,0.0022304708023195463,0.01
Hopper-v5,DDPG,PPO,Mann-Whitney,0.01,2,0.0,0.0,0.01
Hopper-v5,DDPG,PPO,Ranked t-test,0.01,2,0.0,0.0,0.01
Hopper-v5,DDPG,PPO,bootstrap,0.01,2,0.355,0.015131919904625453,0.01
Hopper-v5,DDPG,PPO,permutation,0.01,2,0.36,0.015178932768808221,0.01
Hopper-v5,DDPG,PPO,t-test,0.01,3,0.021,0.004534203347888138,0.01
Hopper-v5,DDPG,PPO,Welch t-test,0.01,3,0.013,0.003582038525755969,0.01
Hopper-v5,DDPG,PPO,Mann-Whitney,0.01,3,0.0,0.0,0.01
Hopper-v5,DDPG,PPO,Ranked t-test,0.01,3,0.0,0.0,0.01
Hopper-v5,DDPG,PPO,bootstrap,0.01,3,0.123,0.010386096475577337,0.01
Hopper-v5,DDPG,PPO,permutation,0.01,3,0.122,0.010349685985574635,0.01
Hopper-v5,DDPG,PPO,t-test,0.01,5,0.014,0.003715373467095872,0.01
Hopper-v5,DDPG,PPO,Welch t-test,0.01,5,0.015,0.003843826218756514,0.01
Hopper-v5,DDPG,PPO,Mann-Whitney,0.01,5,0.009,0.002986469487538756,0.01
Hopper-v5,DDPG,PPO,Ranked t-test,0.01,5,0.018,0.004204283529925164,0.01
Hopper-v5,DDPG,PPO,bootstrap,0.01,5,0.059,0.007451107300260815,0.01
Hopper-v5,DDPG,PPO,permutation,0.01,5,0.025,0.0049371044145328745,0.01
Hopper-v5,DDPG,PPO,t-test,0.01,10,0.011,0.003298332912245215,0.01
Hopper-v5,DDPG,PPO,Welch t-test,0.01,10,0.012,0.003443254274665175,0.01
Hopper-v5,DDPG,PPO,Mann-Whitney,0.01,10,0.017,0.004087909000944126,0.01
Hopper-v5,DDPG,PPO,Ranked t-test,0.01,10,0.02,0.004427188724235731,0.01
Hopper-v5,DDPG,PPO,bootstrap,0.01,10,0.028,0.005216895628628198,0.01
Hopper-v5,DDPG,PPO,permutation,0.01,10,0.009,0.002986469487538756,0.01
Hopper-v5,DDPG,PPO,t-test,0.01,20,0.007,0.0026364749192814255,0.01
Hopper-v5,DDPG,PPO,Welch t-test,0.01,20,0.008,0.0028170906978654416,0.01
Hopper-v5,DDPG,PPO,Mann-Whitney,0.01,20,0.025,0.0049371044145328745,0.01
Hopper-v5,DDPG,PPO,Ranked t-test,0.01,20,0.031,0.0054807846153630225,0.01
Hopper-v5,DDPG,PPO,bootstrap,0.01,20,0.017,0.004087909000944126,0.01
Hopper-v5,DDPG,PPO,permutation,0.01,20,0.01,0.003146426544510455,0.01
Hopper-v5,DDPG,PPO,t-test,0.01,30,0.015,0.003843826218756514,0.01
Hopper-v5,DDPG,PPO,Welch t-test,0.01,30,0.011,0.003298332912245215,0.01
Hopper-v5,DDPG,PPO,Mann-Whitney,0.01,30,0.039,0.006122009474020765,0.01
Hopper-v5,DDPG,PPO,Ranked t-test,0.01,30,0.045,0.0065555320150236475,0.01
Hopper-v5,DDPG,PPO,bootstrap,0.01,30,0.02,0.004427188724235731,0.01
Hopper-v5,DDPG,PPO,permutation,0.01,30,0.009,0.002986469487538756,0.01
Walker2d-v5,SAC,TD3,t-test,0.05,2,0.038,0.006046155803483731,0.05
Walker2d-v5,SAC,TD3,Welch t-test,0.05,2,0.019,0.004317290817167636,0.05
Walker2d-v5,SAC,TD3,Mann-Whitney,0.05,2,0.0,0.0,0.05
Walker2d-v5,SAC,TD3,Ranked t-test,0.05,2,0.0,0.0,0.05
Walker2d-v5,SAC,TD3,bootstrap,0.05,2,0.367,0.015241751867813621,0.05
Walker2d-v5,SAC,TD3,permutation,0.05,2,0.321,0.0147634345597493,0.05
Walker2d-v5,SAC,TD3,t-test,0.05,3,0.045,0.0065555320150236475,0.05
Walker2d-v5,SAC,TD3,Welch t-test,0.05,3,0.035,0.005811626278418116,0.05
Walker2d-v5,SAC,TD3,Mann-Whitney,0.05,3,0.0,0.0,0.05
Walker2d-v5,SAC,TD3,Ranked t-test,0.05,3,0.119,0.010239091756596383,0.05
Walker2d-v5,SAC,TD3,bootstrap,0.05,3,0.213,0.012947239087929134,0.05
Walker2d-v5,SAC,TD3,permutation,0.05,3,0.099,0.009444522221901964,0.05
Walker2d-v5,SAC,TD3,t-test,0.05,5,0.048,0.006759881655768835,0.05
Walker2d-v5,SAC,TD3,Welch t-test,0.05,5,0.046,0.006624499981130651,0.05
Walker2d-v5,SAC,TD3,Mann-Whitney,0.05,5,0.037,0.005969170796685248,0.05
Walker2d-v5,SAC,TD3,Ranked t-test,0.05,5,0.05,0.006892024376045111,0.05
Walker2d-v5,SAC,TD3,bootstrap,0.05,5,0.121,0.010313049985334114,0.05
Walker2d-v5,SAC,TD3,permutation,0.05,5,0.073,0.008226238508577295,0.05
Walker2d-v5,SAC,TD3,t-test,0.05,10,0.05,0.006892024376045111,0.05
Walker2d-v5,SAC,TD3,Welch t-test,0.05,10,0.044,0.006485676526007136,0.05
Walker2d-v5,SAC,TD3,Mann-Whitney,0.05,10,0.052,0.007021111023192838,0.05
Walker2d-v5,SAC,TD3,Ranked t-test,0.05,10,0.05,0.006892024376045111,0.05
Walker2d-v5,SAC,TD3,bootstrap,0.05,10,0.108,0.009815090422405696,0.05
Walker2d-v5,SAC,TD3,permutation,0.05,10,0.058,0.007391616873188166,0.05
Walker2d-v5,SAC,TD3,t-test,0.05,20,0.065,0.007795832219846705,0.05
Walker2d-v5,SAC,TD3,Welch t-test,0.05,20,0.059,0.007451107300260815,0.05
Walker2d-v5,SAC,TD3,Mann-Whitney,0.05,20,0.056,0.007270763371201128,0.05
Walker2d-v5,SAC,TD3,Ranked t-test,0.05,20,0.053,0.00708456067798138,0.05
Walker2d-v5,SAC,TD3,bootstrap,0.05,20,0.087,0.00891240708226459,0.05
Walker2d-v5,SAC,TD3,permutation,0.05,20,0.068,0.007960904471226871,0.05
Walker2d-v5,SAC,TD3,t-test,0.05,30,0.041,0.006270486424512854,0.05
Walker2d-v5,SAC,TD3,Welch t-test,0.05,30,0.064,0.007739767438366608,0.05
Walker2d-v5,SAC,TD3,Mann-Whitney,0.05,30,0.054,0.007147307185227175,0.05
Walker2d-v5,SAC,TD3,Ranked t-test,0.05,30,0.057,0.007331507348424334,0.05
Walker2d-v5,SAC,TD3,bootstrap,0.05,30,0.066,0.007851369307324678,0.05
Walker2d-v5,SAC,TD3,permutation,0.05,30,0.058,0.007391616873188166,0.05
Walker2d-v5,SAC,TD3,t-test,0.01,2,0.011,0.003298332912245215,0.01
Walker2d-v5,SAC,TD3,Welch t-test,0.01,2,0.001,0.0009994998749374609,0.01
Walker2d-v5,SAC,TD3,Mann-Whitney,0.01,2,0.0,0.0,0.01
Walker2d-v5,SAC,TD3,Ranked t-test,0.01,2,0.0,0.0,0.01
Walker2d-v5,SAC,TD3,bootstrap,0.01,2,0.312,0.014651143300097777,0.01
Walker2d-v5,SAC,TD3,permutation,0.01,2,0.332,0.014892145580808697,0.01
Walker2d-v5,SAC,TD3,t-test,0.01,3,0.006,0.002442130217658346,0.01
Walker2d-v5,SAC,TD3,Welch t-test,0.01,3,0.007,0.0026364749192814255,0.01
Walker2d-v5,SAC,TD3,Mann-Whitney,0.01,3,0.0,0.0,0.01
Walker2d-v5,SAC,TD3,Ranked t-test,0.01,3,0.0,0.0,0.01
Walker2d-v5,SAC,TD3,bootstrap,0.01,3,0.14,0.010972693379476163,0.01
Walker2d-v5,SAC,TD3,permutation,0.01,3,0.099,0.009444522221901964,0.01
Walker2d-v5,SAC,TD3,t-test,0.01,5,0.01,0.003146426544510455,0.01
Walker2d-v5,SAC,TD3,Welch t-test,0.01,5,0.008,0.0028170906978654416,0.01
Walker2d-v5,SAC,TD3,Mann-Whitney,0.01,5,0.005,0.0022304708023195463,0.01
Walker2d-v5,SAC,TD3,Ranked t-test,0.01,5,0.016,0.003967870965643918,0.01
Walker2d-v5,SAC,TD3,bootstrap,0.01,5,0.067,0.007906389820898032,0.01
Walker2d-v5,SAC,TD3,permutation,0.01,5,0.018,0.004204283529925164,0.01
Walker2d-v5,SAC,TD3,t-test,0.01,10,0.009,0.002986469487538756,0.01
Walker2d-v5,SAC,TD3,Welch t-test,0.01,10,0.003,0.001729450779872038,0.01
Walker2d-v5,SAC,TD3,Mann-Whitney,0.01,10,0.006,0.002442130217658346,0.01
Walker2d-v5,SAC,TD3,Ranked t-test,0.01,10,0.015,0.003843826218756514,0.01
Walker2d-v5,SAC,TD3,bootstrap,0.01,10,0.046,0.006624499981130651,0.01
Walker2d-v5,SAC,TD3,permutation,0.01,10,0.018,0.004204283529925164,0.01
Walker2d-v5,SAC,TD3,t-test,0.01,20,0.02,0.004427188724235731,0.01
Walker2d-v5,SAC,TD3,Welch t-test,0.01,20,0.017,0.004087909000944126,0.01
Walker2d-v5,SAC,TD3,Mann-Whitney,0.01,20,0.011,0.003298332912245215,0.01
Walker2d-v5,SAC,TD3,Ranked t-test,0.01,20,0.012,0.003443254274665175,0.01
Walker2d-v5,SAC,TD3,bootstrap,0.01,20,0.036,0.005891010100144117,0.01
Walker2d-v5,SAC,TD3,permutation,0.01,20,0.016,0.003967870965643918,0.01
Walker2d-v5,SAC,TD3,t-test,0.01,30,0.009,0.002986469487538756,0.01
Walker2d-v5,SAC,TD3,Welch t-test,0.01,30,0.009,0.002986469487538756,0.01
Walker2d-v5,SAC,TD3,Mann-Whitney,0.01,30,0.014,0.003715373467095872,0.01
Walker2d-v5,SAC,TD3,Ranked t-test,0.01,30,0.016,0.003967870965643918,0.01
Walker2d-v5,SAC,TD3,bootstrap,0.01,30,0.031,0.0054807846153630225,0.01
Walker2d-v5,SAC,TD3,permutation,0.01,30,0.021,0.004534203347888138,0.01
Walker2d-v5,SAC,DDPG,t-test,0.05,2,0.06,0.007509993342207435,0.05
Walker2d-v5,SAC,DDPG,Welch t-test,0.05,2,0.036,0.005891010100144117,0.05
Walker2d-v5,SAC,DDPG,Mann-Whitney,0.05,2,0.0,0.0,0.05
Walker2d-v5,SAC,DDPG,Ranked t-test,0.05,2,0.0,0.0,0.05
Walker2d-v5,SAC,DDPG,bootstrap,0.05,2,0.376,0.015317441039547044,0.05
Walker2d-v5,SAC,DDPG,permutation,0.05,2,0.379,0.015341414537127925,0.05
Walker2d-v5,SAC,DDPG,t-test,0.05,3,0.087,0.00891240708226459,0.05
Walker2d-v5,SAC,DDPG,Welch t-test,0.05,3,0.054,0.007147307185227175,0.05
Walker2d-v5,SAC,DDPG,Mann-Whitney,0.05,3,0.0,0.0,0.05
Walker2d-v5,SAC,DDPG,Ranked t-test,0.05,3,0.13,0.010634848376916336,0.05
Walker2d-v5,SAC,DDPG,bootstrap,0.05,3,0.215,0.012991343271578963,0.05
Walker2d-v5,SAC,DDPG,permutation,0.05,3,0.139,0.010939789760319894,0.05
Walker2d-v5,SAC,DDPG,t-test,0.05,5,0.071,0.008121514637061242,0.05
Walker2d-v5,SAC,DDPG,Welch t-test,0.05,5,0.048,0.006759881655768835,0.05
Walker2d-v5,SAC,DDPG,Mann-Whitney,0.05,5,0.037,0.005969170796685248,0.05
Walker2d-v5,SAC,DDPG,Ranked t-test,0.05,5,0.067,0.007906389820898032,0.05
Walker2d-v5,SAC,DDPG,bootstrap,0.05,5,0.147,0.011197812286335219,0.05
Walker2d-v5,SAC,DDPG,permutation,0.05,5,0.068,0.007960904471226871,0.05
Walker2d-v5,SAC,DDPG,t-test,0.05,10,0.061,0.0075682891065286355,0.05
Walker2d-v5,SAC,DDPG,Welch t-test,0.05,10,0.047,0.006692607862410586,0.05
Walker2d-v5,SAC,DDPG,Mann-Whitney,0.05,10,0.064,0.007739767438366608,0.05
Walker2d-v5,SAC,DDPG,Ranked t-test,0.05,10,0.061,0.0075682891065286355,0.05
Walker2d-v5,SAC,DDPG,bootstrap,0.05,10,0.104,0.009653186002558949,0.05
Walker2d-v5,SAC,DDPG,permutation,0.05,10,0.056,0.007270763371201128,0.05
Walker2d-v5,SAC,DDPG,t-test,0.05,20,0.073,0.008226238508577295,0.05
Walker2d-v5,SAC,DDPG,Welch t-test,0.05,20,0.036,0.005891010100144117,0.05
Walker2d-v5,SAC,DDPG,Mann-Whitney,0.05,20,0.063,0.007683163410991596,0.05
Walker2d-v5,SAC,DDPG,Ranked t-test,0.05,20,0.058,0.007391616873188166,0.05
Walker2d-v5,SAC,DDPG,bootstrap,0.05,20,0.069,0.008014923580421713,0.05
Walker2d-v5,SAC,DDPG,permutation,0.05,20,0.071,0.008121514637061242,0.05
Walker2d-v5,SAC,DDPG,t-test,0.05,30,0.05,0.006892024376045111,0.05
Walker2d-v5,SAC,DDPG,Welch t-test,0.05,30,0.043,0.006414904519944158,0.05
Walker2d-v5,SAC,DDPG,Mann-Whitney,0.05,30,0.06,0.007509993342207435,0.05
Walker2d-v5,SAC,DDPG,Ranked t-test,0.05,30,0.06,0.007509993342207435,0.05
Walker2d-v5,SAC,DDPG,bootstrap,0.05,30,0.066,0.007851369307324678,0.05
Walker2d-v5,SAC,DDPG,permutation,0.05,30,0.056,0.007270763371201128,0.05
Walker2d-v5,SAC,DDPG,t-test,0.01,2,0.013,0.003582038525755969,0.01
Walker2d-v5,SAC,DDPG,Welch t-test,0.01,2,0.007,0.0026364749192814255,0.01
Walker2d-v5,SAC,DDPG,Mann-Whitney,0.01,2,0.0,0.0,0.01
Walker2d-v5,SAC,DDPG,Ranked t-test,0.01,2,0.0,0.0,0.01
Walker2d-v5,SAC,DDPG,bootstrap,0.01,2,0.41,0.01555313473226539,0.01
Walker2d-v5,SAC,DDPG,permutation,0.01,2,0.381,0.015357050498061143,0.01
Walker2d-v5,SAC,DDPG,t-test,0.01,3,0.021,0.004534203347888138,0.01
Walker2d-v5,SAC,DDPG,Welch t-test,0.01,3,0.015,0.003843826218756514,0.01
Walker2d-v5,SAC,DDPG,Mann-Whitney,0.01,3,0.0,0.0,0.01
Walker2d-v5,SAC,DDPG,Ranked t-test,0.01,3,0.0,0.0,0.01
Walker2d-v5,SAC,DDPG,bootstrap,0.01,3,0.164,0.011709141727727102,0.01
Walker2d-v5,SAC,DDPG,permutation,0.01,3,0.128,0.010564847372300274,0.01
Walker2d-v5,SAC,DDPG,t-test,0.01,5,0.014,0.003715373467095872,0.01
Walker2d-v5,SAC,DDPG,Welch t-test,0.01,5,0.01,0.003146426544510455,0.01
Walker2d-v5,SAC,DDPG,Mann-Whitney,0.01,5,0.012,0.003443254274665175,0.01
Walker2d-v5,SAC,DDPG,Ranked t-test,0.01,5,0.03,0.005394441583704471,0.01
Walker2d-v5,SAC,DDPG,bootstrap,0.01,5,0.071,0.008121514637061242,0.01
Walker2d-v5,SAC,DDPG,permutation,0.01,5,0.022,0.0046385342512479085,0.01
Walker2d-v5,SAC,DDPG,t-test,0.01,10,0.015,0.003843826218756514,0.01
Walker2d-v5,SAC,DDPG,Welch t-test,0.01,10,0.014,0.003715373467095872,0.01
Walker2d-v5,SAC,DDPG,Mann-Whitney,0.01,10,0.016,0.003967870965643918,0.01
Walker2d-v5,SAC,DDPG,Ranked t-test,0.01,10,0.017,0.004087909000944126,0.01
Walker2d-v5,SAC,DDPG,bootstrap,0.01,10,0.034,0.005730968504537431,0.01
Walker2d-v5,SAC,DDPG,permutation,0.01,10,0.017,0.004087909000944126,0.01
Walker2d-v5,SAC,DDPG,t-test,0.01,20,0.011,0.003298332912245215,0.01
Walker2d-v5,SAC,DDPG,Welch t-test,0.01,20,0.012,0.003443254274665175,0.01
Walker2d-v5,SAC,DDPG,Mann-Whitney,0.01,20,0.015,0.003843826218756514,0.01
Walker2d-v5,SAC,DDPG,Ranked t-test,0.01,20,0.009,0.002986469487538756,0.01
Walker2d-v5,SAC,DDPG,bootstrap,0.01,20,0.019,0.004317290817167636,0.01
Walker2d-v5,SAC,DDPG,permutation,0.01,20,0.016,0.003967870965643918,0.01
Walker2d-v5,SAC,DDPG,t-test,0.01,30,0.012,0.003443254274665175,0.01
Walker2d-v5,SAC,DDPG,Welch t-test,0.01,30,0.013,0.003582038525755969,0.01
Walker2d-v5,SAC,DDPG,Mann-Whitney,0.01,30,0.019,0.004317290817167636,0.01
Walker2d-v5,SAC,DDPG,Ranked t-test,0.01,30,0.014,0.003715373467095872,0.01
Walker2d-v5,SAC,DDPG,bootstrap,0.01,30,0.013,0.003582038525755969,0.01
Walker2d-v5,SAC,DDPG,permutation,0.01,30,0.012,0.003443254274665175,0.01
Walker2d-v5,SAC,PPO,t-test,0.05,2,0.092,0.00913980306133562,0.05
Walker2d-v5,SAC,PPO,Welch t-test,0.05,2,0.046,0.006624499981130651,0.05
Walker2d-v5,SAC,PPO,Mann-Whitney,0.05,2,0.0,0.0,0.05
Walker2d-v5,SAC,PPO,Ranked t-test,0.05,2,0.0,0.0,0.05
Walker2d-v5,SAC,PPO,bootstrap,0.05,2,0.393,0.015445096309184997,0.05
Walker2d-v5,SAC,PPO,permutation,0.05,2,0.35,0.015083103128998356,0.05
Walker2d-v5,SAC,PPO,t-test,0.05,3,0.083,0.008724161850859944,0.05
Walker2d-v5,SAC,PPO,Welch t-test,0.05,3,0.058,0.007391616873188166,0.05
Walker2d-v5,SAC,PPO,Mann-Whitney,0.05,3,0.0,0.0,0.05
Walker2d-v5,SAC,PPO,Ranked t-test,0.05,3,0.123,0.010386096475577337,0.05
Walker2d-v5,SAC,PPO,bootstrap,0.05,3,0.224,0.013184233007649706,0.05
Walker2d-v5,SAC,PPO,permutation,0.05,3,0.118,0.01020176455325254,0.05
Walker2d-v5,SAC,PPO,t-test,0.05,5,0.051,0.00695693898205238,0.05
Walker2d-v5,SAC,PPO,Welch t-test,0.05,5,0.044,0.006485676526007136,0.05
Walker2d-v5,SAC,PPO,Mann-Whitney,0.05,5,0.031,0.0054807846153630225,0.05
Walker2d-v5,SAC,PPO,Ranked t-test,0.05,5,0.064,0.007739767438366608,0.05
Walker2d-v5,SAC,PPO,bootstrap,0.05,5,0.117,0.010164201887015036,0.05
Walker2d-v5,SAC,PPO,permutation,0.05,5,0.086,0.008865889690267977,0.05
Walker2d-v5,SAC,PPO,t-test,0.05,10,0.051,0.00695693898205238,0.05
Walker2d-v5,SAC,PPO,Welch t-test,0.05,10,0.043,0.006414904519944158,0.05
Walker2d-v5,SAC,PPO,Mann-Whitney,0.05,10,0.055,0.00720936890441875,0.05
Walker2d-v5,SAC,PPO,Ranked t-test,0.05,10,0.077,0.00843036179532053,0.05
Walker2d-v5,SAC,PPO,bootstrap,0.05,10,0.095,0.00927227048785787,0.05
Walker2d-v5,SAC,PPO,permutation,0.05,10,0.056,0.007270763371201128,0.05
Walker2d-v5,SAC,PPO,t-test,0.05,20,0.046,0.006624499981130651,0.05
Walker2d-v5,SAC,PPO,Welch t-test,0.05,20,0.049,0.006826346021115542,0.05
Walker2d-v5,SAC,PPO,Mann-Whitney,0.05,20,0.053,0.00708456067798138,0.05
Walker2d-v5,SAC,PPO,Ranked t-test,0.05,20,0.056,0.007270763371201128,0.05
Walker2d-v5,SAC,PPO,bootstrap,0.05,20,0.056,0.007270763371201128,0.05
Walker2d-v5,SAC,PPO,permutation,0.05,20,0.05,0.006892024376045111,0.05
Walker2d-v5,SAC,PPO,t-test,0.05,30,0.059,0.007451107300260815,0.05
Walker2d-v5,SAC,PPO,Welch t-test,0.05,30,0.049,0.006826346021115542,0.05
Walker2d-v5,SAC,PPO,Mann-Whitney,0.05,30,0.065,0.007795832219846705,0.05
Walker2d-v5,SAC,PPO,Ranked t-test,0.05,30,0.077,0.00843036179532053,0.05
